country,province,district,species,breed,age_group,disease,symptoms_list,key_signs,ticks_present,confirmed_lab,recommended_treatment,prevention,source,date_reported,confidence_level,case_id
Malawi,Central,view,Sheep,Katahdin,Senior,Rabies (spillover),aggression|behavioural_changes|neurological_signs,aggression; behavioural changes,N,No,No treatment for clinical cases; vaccinate exposed animals; notify authorities; PEP for humans.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,SADC_bulletin,2020-06-30,0.72,4798
Angola,Benguela,Alanchester,Cattle,Hereford,Senior,Blackleg,swollen_muscle|severe_lameness,swollen muscle; severe lameness,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2023-12-17,0.87,3850
Mozambique,Cabo Delgado,ville,Goat,Kalahari,Neonate,Orf (Contagious Ecthyma),weight_loss|lamb_kid_mortality|scabby_lesions_mouth,weight loss; lamb kid mortality,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2025-07-04,0.84,4154
Malawi,Southern,chester,Goat,Boer cross,Adult,Parasitic Gastroenteritis,weight_loss|anorexia|diarrhoea|bottle_jaw|poor_condition,weight loss; reduced appetite/anorexia,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2022-02-26,0.75,469
Mauritius,Plaines Wilhems,burgh,Goat,Boer,Juvenile,Foot-and-Mouth Disease,lameness|blisters_mouth_feet,lameness; vesicles/blisters on mouth/feet,N,No,No specific treatment; supportive care; strict movement controls; vaccination campaigns; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Field_report,2022-08-08,0.82,158
Mauritius,Plaines Wilhems,Lake Johnstad,Sheep,Local,Adult,Foot-and-Mouth Disease,lameness|fever|reduced_appetite,lameness; fever,N,No,No specific treatment; supportive care; strict movement controls; vaccination campaigns; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2023-02-23,0.83,1296
Zimbabwe,Bulawayo,North Marcberg,Cattle,Angus,Juvenile,Anaplasmosis,weight_loss|weakness|pale_mucous_membranes|fever|ticks_observed,weight loss; weakness,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2020-05-02,0.87,498
Zimbabwe,Matabeleland North,berg,Cattle,Bonsmara,Neonate,Lumpy Skin Disease,reduced_milk|skin_nodules|swollen_lymph_nodes,reduced milk yield; skin nodules,N,No,Supportive care; symptomatic treatment; vaccination and vector control.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2021-06-18,0.77,4741
Seychelles,Inner Islands,borough,Pig,Berkshire,Neonate,African Swine Fever,anorexia|high_fever|hemorrhages|abortions|sudden_death,reduced appetite/anorexia; high fever,N,No,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2022-03-08,0.87,2941
Botswana,Gaborone,borough,Goat,Boer,Senior,Parasitic Gastroenteritis,poor_condition|diarrhoea|bottle_jaw,poor condition; diarrhoea,N,Yes,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2023-10-25,0.83,3457
Mozambique,Sofala,side,Pig,Landrace,Juvenile,Anthrax,sudden_death|bloody_diarrhoea|neck_edema,sudden death; bloody diarrhoea,N,No,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,PLOS_Study,2021-01-02,0.83,374
Lesotho,Mokhotlong,shire,Goat,Boer,Juvenile,Theileriosis,anorexia|fever|lymph_node_enlargement|drooling|icterus|ticks_observed,reduced appetite/anorexia; fever,Y,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2021-08-25,0.93,80
Lesotho,Mokhotlong,chester,Goat,Boer,Neonate,Rabies (spillover),neurological_signs|hypersalivation|aggression|paralysis,neurological signs / paralysis; hypersalivation,N,No,No treatment for clinical cases; vaccinate exposed animals; notify authorities; PEP for humans.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2025-05-27,0.85,1554
Tanzania,Arusha,ton,Goat,Boer cross,Adult,Anaplasmosis,fever|weakness,fever; weakness,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2022-10-29,0.93,1670
Eswatini,Hhohho,burgh,Goat,Boer,Neonate,Anaplasmosis,fever|weight_loss|weakness,fever; weight loss,Y,Yes,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2022-10-01,0.76,2132
Comoros,Ngazidja,Brianfurt,Sheep,Merino,Neonate,Brucellosis,abortions|orchitis,abortions; orchitis,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2020-11-05,0.89,4440
Namibia,Khomas,stad,Sheep,Katahdin,Adult,Mastitis,swollen_udder|reduced_milk|abnormal_milk|pain_on_palpation,swollen udder; reduced milk yield,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2025-06-24,0.99,466
South Africa,Limpopo,furt,Cattle,Local,Adult,Parasitic Gastroenteritis,diarrhoea|weight_loss|anorexia|bottle_jaw|poor_condition,diarrhoea; weight loss,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2023-02-24,0.82,249
Madagascar,Antananarivo,chester,Goat,Boer cross,Adult,Coccidiosis,dehydration|diarrhoea,dehydration; diarrhoea,N,Yes,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2024-07-07,0.98,932
DR Congo,Kasai,side,Goat,Boer cross,Neonate,Parasitic Gastroenteritis,bottle_jaw|anorexia|diarrhoea|weight_loss|poor_condition,bottle jaw; reduced appetite/anorexia,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2020-04-01,0.77,1336
Madagascar,Antananarivo,Christineside,Cattle,Hereford,Neonate,Tick-bite toxicosis,salivation|sudden_weakness|anemia|ticks_observed,salivation; sudden weakness,Y,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2020-12-12,0.77,4525
Comoros,Ngazidja,New Louis,Cattle,Bonsmara,Juvenile,Anthrax,bloody_diarrhoea|sudden_death,bloody diarrhoea; sudden death,N,Yes,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,PLOS_Study,2025-09-16,0.82,1339
Zimbabwe,Mashonaland East,ton,Pig,Berkshire,Juvenile,Foot-and-Mouth Disease,blisters_mouth_feet|excess_salivation|fever|reduced_appetite,vesicles/blisters on mouth/feet; excess salivation,N,No,No specific treatment; supportive care; strict movement controls; vaccination campaigns; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,FAO_EMPRES,2021-01-22,0.94,1407
Namibia,Omusati,town,Sheep,Dorper,Adult,Coccidiosis,dehydration|weight_loss|diarrhoea|anorexia,dehydration; weight loss,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2022-09-10,0.81,1091
Seychelles,Inner Islands,bury,Sheep,Local,Senior,Babesiosis,anorexia|weakness|hemoglobinuria|fever|anemia,reduced appetite/anorexia; weakness,Y,Yes,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2022-04-20,0.84,4210
Zimbabwe,Manicaland,Port Davidberg,Sheep,Dorper,Juvenile,Dermatophilosis,exudative_dermatitis|lameness|matted_hair|crusting_skin_lesions,exudative dermatitis; lameness,N,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2022-05-12,0.83,743
Lesotho,Mokhotlong,East Joshua,Poultry,Indigenous,Adult,Avian Influenza (HPAI),greenish_diarrhoea|respiratory_signs,greenish diarrhoea; respiratory signs,N,No,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Field_report,2019-11-27,0.82,2324
Comoros,Ngazidja,shire,Goat,Kalahari,Neonate,Theileriosis,respiratory_distress|fever|lymph_node_enlargement,respiratory distress; fever,Y,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2021-02-26,0.81,3602
Seychelles,Inner Islands,furt,Poultry,Layers,Juvenile,Newcastle Disease,diarrhoea|neurological_signs|respiratory_distress,diarrhoea; neurological signs / paralysis,N,No,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2025-04-28,0.88,2124
Comoros,Ngazidja,view,Sheep,Merino,Neonate,Mannheimiosis (Pasteurellosis),coughing|nasal_discharge|respiratory_distress|fever|anorexia,coughing; nasal discharge,N,No,"Antibiotics (e.g., tetracyclines, macrolides) based on vet guidance; supportive care; vaccination where available.",Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2022-11-24,0.78,2095
Mauritius,Plaines Wilhems,Port Anthonybury,Sheep,Local,Senior,Dermatophilosis,lameness|matted_hair|crusting_skin_lesions|wet_skin|exudative_dermatitis,lameness; matted hair,N,Yes,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2021-06-21,0.76,241
Mauritius,Plaines Wilhems,furt,Goat,Kalahari,Juvenile,Parasitic Gastroenteritis,bottle_jaw|poor_condition|diarrhoea|weight_loss|anorexia,bottle jaw; poor condition,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2024-10-18,0.77,2352
Mozambique,Cabo Delgado,land,Sheep,Local,Adult,Parasitic Gastroenteritis,bottle_jaw|diarrhoea|weight_loss|anorexia|poor_condition,bottle jaw; diarrhoea,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2022-10-03,0.95,1371
Eswatini,Manzini,side,Poultry,Local scavenging,Senior,Newcastle Disease,diarrhoea|neurological_signs|drop_in_egg_production|respiratory_distress,diarrhoea; neurological signs / paralysis,N,No,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2020-01-02,0.79,1058
Zimbabwe,Matabeleland North,furt,Goat,Boer,Neonate,Dermatophilosis,wet_skin|matted_hair,wet skin; matted hair,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2021-10-01,0.9,4817
Mauritius,Plaines Wilhems,Port Michelleville,Cattle,Friesian,Juvenile,Mannheimiosis (Pasteurellosis),anorexia|nasal_discharge|coughing,reduced appetite/anorexia; nasal discharge,N,No,"Antibiotics (e.g., tetracyclines, macrolides) based on vet guidance; supportive care; vaccination where available.",Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2023-05-23,0.72,200
Madagascar,Antananarivo,Katieville,Sheep,Katahdin,Neonate,Theileriosis,drooling|fever,drooling/ptyalism; fever,Y,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2025-08-10,0.69,2281
Botswana,Central,shire,Sheep,Dorper,Adult,Mastitis,reduced_milk|abnormal_milk|pain_on_palpation|swollen_udder,reduced milk yield; abnormal milk,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2021-10-09,0.84,4750
Seychelles,Inner Islands,burgh,Sheep,Katahdin,Juvenile,Anaplasmosis,weakness|pale_mucous_membranes|progressive_anemia|fever|weight_loss,weakness; pale mucous membranes,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2020-10-28,0.99,2221
Tanzania,Mwanza,bury,Sheep,Local,Neonate,Babesiosis,fever|anemia|anorexia,fever; anemia,N,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2022-08-31,0.85,4772
Seychelles,Inner Islands,Lake Larry,Cattle,Bali,Adult,Anaplasmosis,weight_loss|progressive_anemia|fever|weakness|pale_mucous_membranes|ticks_observed,weight loss; progressive anemia,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2020-06-30,0.84,2820
Tanzania,Dar es Salaam,haven,Cattle,Hereford,Senior,Anaplasmosis,progressive_anemia|weakness|fever|pale_mucous_membranes|ticks_observed,progressive anemia; weakness,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2022-09-03,0.74,3151
Zimbabwe,Bulawayo,East Lisachester,Cattle,Friesian,Juvenile,Brucellosis,orchitis|retained_placenta|reduced_fertility,orchitis; retained placenta,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,SADC_bulletin,2021-05-10,0.76,4257
